,Name,Icon URL,Average User Rating,User Rating Count,Price,In-app Purchases,Genres,Image
12907,Chess Maker,https://is5-ssl.mzstatic.com/image/thumb/Purple118/v4/68/4a/04/684a040c-eade-a9bd-c3ff-6ab829d9ce61/source/512x512bb.jpg,4.5,6.0,0.0,,"Games, Strategy, Board",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
12908,Dinosaur Battle Simulator 3D,https://is4-ssl.mzstatic.com/image/thumb/Purple123/v4/a6/45/f2/a645f245-a6f9-525c-3763-204a67378b29/source/512x512bb.jpg,4.0,7.0,0.0,,"Games, Strategy, Simulation",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
12910,Nova Empire,https://is1-ssl.mzstatic.com/image/thumb/Purple113/v4/1d/a6/f0/1da6f0e6-ee3d-1873-f407-a85b5fd63413/source/512x512bb.jpg,4.0,2856.0,0.0,"19.99, 49.99, 4.99, 99.99, 14.99, 19.99, 9.99, 99.99, 0.99","Games, Strategy, Action",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
12918,Viking Village,https://is5-ssl.mzstatic.com/image/thumb/Purple128/v4/73/7a/91/737a9146-b488-914d-5619-e73fe23bbeaa/source/512x512bb.jpg,4.5,3231.0,0.0,"19.99, 1.99, 2.99, 5.99, 6.99, 9.99, 12.99, 3.99, 6.99, 1.99","Games, Entertainment, Strategy, Adventure",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
12919,Dice Match Bingo,https://is1-ssl.mzstatic.com/image/thumb/Purple118/v4/3e/c8/7f/3ec87f89-961f-47a2-bf65-ac31d82b9a70/source/512x512bb.jpg,4.5,33.0,0.0,"2.99, 1.99","Games, Puzzle, Strategy",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
12920,Shapes Galore,https://is3-ssl.mzstatic.com/image/thumb/Purple118/v4/fb/19/38/fb1938f8-d07e-5805-d0b9-add804d668f6/source/512x512bb.jpg,5.0,5.0,0.0,0.99,"Games, Puzzle, Education, Strategy",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
12924,Conference Room Escape,https://is5-ssl.mzstatic.com/image/thumb/Purple128/v4/07/fe/5d/07fe5d0a-cfc3-26f7-55e7-02f297f35be9/source/512x512bb.jpg,3.5,71.0,0.0,,"Games, Strategy, Puzzle, Entertainment",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
12925,CUBE SNAP 2,https://is1-ssl.mzstatic.com/image/thumb/Purple113/v4/19/37/a9/1937a9de-7556-520b-94e5-c3c86c430e82/source/512x512bb.jpg,4.5,263.0,0.99,,"Games, Strategy, Education, Puzzle",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
12926,Scythe score,https://is3-ssl.mzstatic.com/image/thumb/Purple118/v4/11/cd/79/11cd79a7-6d74-0031-3146-e4e96dbc2845/source/512x512bb.jpg,3.5,9.0,0.0,,"Games, Entertainment, Strategy",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
12927,Stickman Troll - Prison Escape,https://is3-ssl.mzstatic.com/image/thumb/Purple128/v4/05/04/66/05046650-e4c4-cf1c-1344-3182df82dd17/source/512x512bb.jpg,3.0,6.0,0.0,,"Games, Strategy, Puzzle, Entertainment",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
12928,Fluorite: Connect Light Lines,https://is2-ssl.mzstatic.com/image/thumb/Purple118/v4/82/ec/93/82ec9308-aa3b-1ee7-24f9-742048ad922a/source/512x512bb.jpg,5.0,19.0,0.0,"0.99, 1.99, 1.99, 1.99, 1.99, 1.99, 0.99, 1.99, 1.99","Games, Puzzle, Entertainment, Strategy",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
12931,Color Ball\u309c,https://is4-ssl.mzstatic.com/image/thumb/Purple128/v4/a1/d4/2d/a1d42d83-1fdd-c5f7-8fa8-8cc8fcf78f70/source/512x512bb.jpg,4.5,22.0,0.0,2.99,"Games, Trivia, Strategy, Entertainment",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
12934,Istanbul: Digital Edition,https://is1-ssl.mzstatic.com/image/thumb/Purple113/v4/b0/50/1a/b0501ab9-d7ca-5e65-98b2-27e192508a8f/source/512x512bb.jpg,5.0,349.0,6.99,,"Games, Strategy, Entertainment, Board",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
12935,Tales of Inca: Lost Land,https://is2-ssl.mzstatic.com/image/thumb/Purple62/v4/d7/a4/55/d7a455b2-854e-8ec5-41fc-156b006fa94e/source/512x512bb.jpg,1.5,10.0,2.99,,"Games, Simulation, Strategy",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
12937,Cowboys Battle Simulator,https://is2-ssl.mzstatic.com/image/thumb/Purple128/v4/d2/9e/5b/d29e5b3d-8e4d-fdbd-970c-e46f32d139c9/source/512x512bb.jpg,2.5,13.0,0.0,"1.99, 2.99","Games, Simulation, Strategy, Entertainment",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
12940,Rust RCon,https://is4-ssl.mzstatic.com/image/thumb/Purple118/v4/89/f5/0e/89f50e14-1a63-4a63-be19-5196d08f22dc/source/512x512bb.jpg,4.0,12.0,0.0,1.99,"Utilities, Games, Strategy, Simulation",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
12941,Pixel Plex,https://is4-ssl.mzstatic.com/image/thumb/Purple115/v4/d6/47/d0/d647d06a-2e17-b0b1-b61c-c564c09cf228/source/512x512bb.jpg,4.5,197.0,0.0,"2.99, 4.99, 0.99, 14.99, 2.99, 99.99, 49.99","Games, Simulation, Strategy",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
12942,Friday the 13th: Killer Puzzle,https://is2-ssl.mzstatic.com/image/thumb/Purple124/v4/63/cf/2a/63cf2ad0-1780-2436-3e1b-bab0cb43d6a2/source/512x512bb.jpg,5.0,28631.0,0.0,"1.99, 0.99, 3.99, 0.99, 0.99, 1.99, 9.99, 3.99, 0.99, 2.99, 0.99, 2.99, 2.99, 1.99, 1.99, 2.99","Games, Puzzle, Strategy",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
12943,Classic GBA Block Puzzle,https://is1-ssl.mzstatic.com/image/thumb/Purple128/v4/ce/2e/db/ce2edb3f-2a47-eb90-7580-164925530100/source/512x512bb.jpg,4.0,10.0,0.0,,"Games, Entertainment, Puzzle, Strategy",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
12944,Ultimate Battle Royale PvP,https://is1-ssl.mzstatic.com/image/thumb/Purple128/v4/92/b8/85/92b88567-948f-9cdd-a740-1eafd23cdd98/source/512x512bb.jpg,2.5,314.0,0.0,1.99,"Games, Strategy, Entertainment, Simulation",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
12946,"""Let's Pick!""",https://is4-ssl.mzstatic.com/image/thumb/Purple128/v4/da/6d/3e/da6d3e19-9931-3876-8a9e-520246517d49/source/512x512bb.jpg,3.5,16.0,0.0,,"Games, Sports, Strategy",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
12947,Casual Heroes,https://is4-ssl.mzstatic.com/image/thumb/Purple123/v4/aa/b2/dc/aab2dc0b-9e68-d319-fbe5-9348edfd644a/source/512x512bb.jpg,4.5,6.0,0.0,"0.99, 1.99, 3.99, 1.99, 1.99, 2.99","Games, Simulation, Entertainment, Strategy",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
12950,Revolution:War of Independence,https://is4-ssl.mzstatic.com/image/thumb/Purple128/v4/4d/eb/a6/4deba637-ed18-77b2-3e3c-cbfa7beb1ba1/source/512x512bb.jpg,4.0,7.0,0.99,"9.99, 4.99, 0.99, 19.99, 99.99","Games, Strategy, Puzzle, Lifestyle",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
12951,Battle of Eden-Girls Frontier,https://is5-ssl.mzstatic.com/image/thumb/Purple128/v4/10/41/c4/1041c44e-b77e-baf8-4a4d-f9c543c7da39/source/512x512bb.jpg,3.0,17.0,0.0,"0.99, 4.99, 9.99, 19.99, 24.99, 49.99, 99.99","Games, Strategy",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
12952,Dragon Clash: Pocket Battle,https://is3-ssl.mzstatic.com/image/thumb/Purple128/v4/6f/75/dd/6f75dd5b-4b65-ab9b-ea79-395084a0332e/source/512x512bb.jpg,5.0,228.0,0.0,"0.99, 4.99, 14.99, 49.99, 4.99, 99.99","Games, Strategy, Action",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
12953,Coin Billionaire AR,https://is1-ssl.mzstatic.com/image/thumb/Purple128/v4/06/cb/75/06cb755b-3022-b057-7acc-7541ca18109d/source/512x512bb.jpg,5.0,26.0,0.0,"0.99, 0.99, 2.99, 0.99","Games, Board, Strategy, Entertainment",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
12954,School Building Construction,https://is4-ssl.mzstatic.com/image/thumb/Purple128/v4/28/81/19/28811942-e4d2-350e-ffe4-e00764f0cf63/source/512x512bb.jpg,4.0,8.0,0.0,,"Games, Strategy, Entertainment, Simulation",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
12955,Pinballz,https://is1-ssl.mzstatic.com/image/thumb/Purple125/v4/5d/27/c1/5d27c118-0811-9db6-3a69-6a4065d616e8/source/512x512bb.jpg,5.0,5.0,0.0,"1.99, 0.99, 1.99, 2.99","Games, Casual, Strategy",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
12959,Merge Star,https://is5-ssl.mzstatic.com/image/thumb/Purple113/v4/8c/55/0a/8c550a38-1dfd-800f-f660-a64bbfe9689b/source/512x512bb.jpg,4.5,280.0,0.0,"7.99, 1.99, 9.99, 2.99, 4.99, 19.99, 99.99, 14.99, 14.99, 24.99","Games, Strategy, Entertainment, Adventure",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
12962,Siege of Dragonspear,https://is5-ssl.mzstatic.com/image/thumb/Purple118/v4/14/06/c1/1406c156-419a-ed05-1a51-ae5063bf87ae/source/512x512bb.jpg,4.0,60.0,9.99,,"Games, Strategy, Role Playing",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
12963,Titan Throne,https://is3-ssl.mzstatic.com/image/thumb/Purple113/v4/03/d4/e8/03d4e89b-2eb2-f8e4-f278-cbdbc4952df7/source/512x512bb.jpg,4.5,1953.0,0.0,"4.99, 1.99, 9.99, 0.99, 19.99, 29.99, 49.99, 14.99, 99.99, 7.99","Games, Simulation, Strategy",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
12964,Path Through the Forest,https://is1-ssl.mzstatic.com/image/thumb/Purple128/v4/37/9a/c3/379ac3a8-6326-a4fa-597a-a88052d24107/source/512x512bb.jpg,5.0,5.0,0.99,1.99,"Games, Puzzle, Strategy, Entertainment",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
12967,Brown Dust,https://is5-ssl.mzstatic.com/image/thumb/Purple113/v4/47/97/2c/47972c92-0fda-8e42-025b-245ae8a6c9d1/source/512x512bb.jpg,4.5,2242.0,0.0,"89.99, 4.99, 8.99, 8.99, 89.99, 26.99, 26.99, 26.99, 26.99, 44.99","Games, Role Playing, Strategy",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
12971,Mage | Market for Magic (MTG),https://is3-ssl.mzstatic.com/image/thumb/Purple123/v4/0c/81/b7/0c81b7c7-ca37-c4a7-f799-eac968ae142e/source/512x512bb.jpg,4.0,26.0,0.0,,"Games, Productivity, Card, Strategy",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
12975,Meteor Madness!,https://is5-ssl.mzstatic.com/image/thumb/Purple118/v4/7a/83/4b/7a834bdc-c6ce-f67a-ccd1-17121d029bbe/source/512x512bb.jpg,4.5,22.0,0.0,,"Games, Strategy, Action",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
12977,Modern battle 3,https://is2-ssl.mzstatic.com/image/thumb/Purple123/v4/19/24/60/19246003-2499-941e-5a23-9009e4487588/source/512x512bb.jpg,4.5,144.0,0.0,"9.99, 4.99, 1.99, 19.99, 2.99, 99.99, 49.99","Games, Entertainment, Role Playing, Strategy",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
12978,Game Factory,https://is2-ssl.mzstatic.com/image/thumb/Purple62/v4/b8/b7/73/b8b77367-0249-f003-2f03-0f3b84c3473f/source/512x512bb.jpg,3.0,7.0,0.0,,"Games, Simulation, Entertainment, Strategy",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
12981,Bubble Shooter - Pop Puzzle,https://is5-ssl.mzstatic.com/image/thumb/Purple128/v4/1a/6e/ec/1a6eec85-daba-6388-7aea-81168002a17b/source/512x512bb.jpg,4.0,8.0,0.0,,"Games, Strategy, Puzzle",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
12982,Universal Papertoilet Clicker,https://is2-ssl.mzstatic.com/image/thumb/Purple128/v4/21/6a/d8/216ad8d1-54cc-8ca5-d891-2fe01acefa68/source/512x512bb.jpg,3.0,33.0,0.0,,"Games, Strategy, Trivia",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
12984,World War Online RTS,https://is1-ssl.mzstatic.com/image/thumb/Purple113/v4/2a/0b/9f/2a0b9f5f-51ec-4917-12b5-890c46955eb2/source/512x512bb.jpg,2.0,5.0,0.0,"35.99, 8.99, 17.99, 13.99","Games, Strategy",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
12987,Candy Tycoon,https://is3-ssl.mzstatic.com/image/thumb/Purple128/v4/18/9c/0b/189c0b52-eaab-fca6-a7d4-0a589e12eb46/source/512x512bb.jpg,4.5,55.0,0.0,"9.99, 1.99, 4.99, 24.99, 99.99, 49.99","Games, Entertainment, Strategy, Simulation",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
12988,Virtual Stock Market Game,https://is2-ssl.mzstatic.com/image/thumb/Purple113/v4/9c/8d/a9/9c8da92f-888f-20b5-b6de-4c495cee8739/source/512x512bb.jpg,4.5,959.0,0.0,"1.99, 0.99, 2.99, 5.99, 2.99, 59.99, 9.99, 34.99","Finance, Simulation, Games, Strategy",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
12992,Crazy Defense Heroes,https://is3-ssl.mzstatic.com/image/thumb/Purple123/v4/c6/18/68/c61868e3-099c-5ef4-c97f-9ba685fe4c83/source/512x512bb.jpg,4.5,1188.0,0.0,"4.99, 9.99, 19.99, 49.99, 99.99, 2.99, 4.99, 9.99, 4.99, 19.99, 0.99, 0.99, 0.99, 1.99, 29.99","Games, Action, Strategy",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
12993,Uncivil War TCG,https://is4-ssl.mzstatic.com/image/thumb/Purple125/v4/46/fa/fc/46fafc8b-387e-51a6-6db0-dfc7277e97e4/source/512x512bb.jpg,4.5,529.0,0.0,"9.99, 29.99, 11.99, 11.99, 11.99, 4.99, 19.99, 9.99, 29.99, 11.99, 34.99, 19.99, 49.99","Games, Strategy, Card",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
12999,Universal Paperclips\u2122,https://is5-ssl.mzstatic.com/image/thumb/Purple118/v4/ae/27/02/ae2702ab-324f-b933-ddbe-f973379ab08d/source/512x512bb.jpg,4.5,272.0,1.99,,"Games, Strategy, Simulation",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
13000,RIVAL: Crimson x Chaos,https://is1-ssl.mzstatic.com/image/thumb/Purple118/v4/4e/c1/6d/4ec16dd2-b0fa-00ae-7141-799b1fb64bb9/source/512x512bb.jpg,4.5,2156.0,0.0,"9.99, 4.99, 4.99, 4.99, 4.99, 1.99, 1.99, 19.99, 9.99, 9.99","Games, Strategy, Card",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
13002,Birdie Bam Mah Jongg,https://is5-ssl.mzstatic.com/image/thumb/Purple118/v4/a7/66/4e/a7664e76-f5fd-8608-7e8e-dc5bc6083fc5/source/512x512bb.jpg,3.5,11.0,0.99,3.99,"Games, Entertainment, Strategy, Family",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
13004,Zombie World: Tower Defense,https://is2-ssl.mzstatic.com/image/thumb/Purple118/v4/d6/5d/bc/d65dbc13-88aa-fa90-897e-80cf0172c0d6/source/512x512bb.jpg,4.5,397.0,0.0,"1.99, 5.99, 3.99, 2.99, 0.99, 0.99, 1.99, 1.99, 2.99, 2.99","Games, Strategy",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
13008,Badland Brawl,https://is4-ssl.mzstatic.com/image/thumb/Purple123/v4/ad/f7/e2/adf7e2f3-8300-2a42-873b-dadae865f2f7/source/512x512bb.jpg,4.5,15445.0,0.0,"0.99, 0.99, 4.99, 1.99, 4.99, 4.99, 0.99, 4.99, 4.99, 9.99","Games, Strategy, Action, Entertainment",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
13021,Lords of Empire:Kingdom War,https://is3-ssl.mzstatic.com/image/thumb/Purple123/v4/82/3e/9a/823e9a42-4195-80d3-f30e-1a3be27817f2/source/512x512bb.jpg,4.5,900.0,0.0,"1.99, 4.99, 19.99, 0.99, 9.99, 49.99, 99.99","Games, Strategy, Role Playing",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
13024,Idle Factory Tycoon,https://is2-ssl.mzstatic.com/image/thumb/Purple123/v4/30/77/86/30778641-2285-f829-c204-7b68f3f53504/source/512x512bb.jpg,4.5,12672.0,0.0,"4.99, 1.99, 4.99, 9.99, 4.99, 9.99, 4.99, 17.99, 1.99, 4.99","Games, Simulation, Strategy, Entertainment",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
13026,Shilpa Shetty : Domestic Diva,https://is2-ssl.mzstatic.com/image/thumb/Purple128/v4/6e/d8/6c/6ed86c20-e4c9-c0ea-0fb2-eae2b906ceac/source/512x512bb.jpg,4.0,161.0,0.0,"0.99, 2.99, 4.99, 7.99, 0.99, 48.99","Games, Strategy, Simulation, Entertainment",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
13027,War of Reproduction 2,https://is1-ssl.mzstatic.com/image/thumb/Purple118/v4/c4/de/4c/c4de4c6c-8fec-15d8-e113-9e0b552b39cc/source/512x512bb.jpg,3.0,9.0,1.99,"1.99, 4.99, 1.99, 19.99, 4.99, 4.99, 9.99, 9.99, 9.99, 1.99","Games, Puzzle, Strategy, Entertainment",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
13028,Fun Snake Game - Cool Smash,https://is4-ssl.mzstatic.com/image/thumb/Purple114/v4/00/01/a5/0001a5ca-bec8-ac75-9ace-fda4071031ca/source/512x512bb.jpg,4.0,24.0,0.0,0.99,"Games, Entertainment, Strategy, Puzzle",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
13033,Necropalace,https://is2-ssl.mzstatic.com/image/thumb/Purple123/v4/1a/04/14/1a041491-db45-a87b-1ad4-b82d969b4687/source/512x512bb.jpg,5.0,8.0,0.0,"0.99, 49.99, 19.99, 9.99, 4.99, 2.99","Games, Strategy, Puzzle",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
13035,Catan Map Generator Chat Bot,https://is5-ssl.mzstatic.com/image/thumb/Purple118/v4/61/f3/e7/61f3e7fa-387a-fbdd-43de-2bba9942df88/source/512x512bb.jpg,4.5,44.0,0.0,"0.99, 0.99","Utilities, Games, Strategy, Board",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
13044,World Zombie Contest,https://is1-ssl.mzstatic.com/image/thumb/Purple123/v4/59/c5/a5/59c5a58e-4af2-12b9-3252-e7a2acb908ac/source/512x512bb.jpg,4.5,82.0,0.0,"9.99, 9.99, 29.99, 1.99, 4.99, 29.99, 49.99, 99.99","Games, Entertainment, Role Playing, Strategy",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
13049,Li\xean Qu\xe2n Manga,https://is1-ssl.mzstatic.com/image/thumb/Purple118/v4/9a/4d/db/9a4ddb47-7065-071b-98de-03aceba38baf/source/512x512bb.jpg,5.0,19.0,0.0,"0.99, 3.99, 64.99, 25.99, 6.99, 12.99","Games, Role Playing, Strategy",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
13054,Anomaly 2,https://is3-ssl.mzstatic.com/image/thumb/Purple128/v4/a2/32/c2/a232c27c-cd1f-cfe1-c1b0-6b35c2120c0e/source/512x512bb.jpg,5.0,9.0,3.99,,"Games, Action, Entertainment, Strategy",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
13055,Campy Creatures Companion,https://is4-ssl.mzstatic.com/image/thumb/Purple118/v4/68/27/87/68278741-bdb0-1a26-4598-2229baca2612/source/512x512bb.jpg,4.5,5.0,0.0,,"Games, Board, Strategy",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
13058,Dark Quest 2,https://is5-ssl.mzstatic.com/image/thumb/Purple113/v4/7c/88/54/7c885476-faeb-f5c1-8243-ab362f4c203a/source/512x512bb.jpg,4.5,23.0,0.99,,"Games, Strategy, Role Playing",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
13060,Fantasy Mosaics 26,https://is5-ssl.mzstatic.com/image/thumb/Purple118/v4/28/87/1c/28871ca2-21d6-53bb-f7b2-b72add487bd5/source/512x512bb.jpg,5.0,11.0,2.99,,"Games, Entertainment, Puzzle, Strategy",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
13061,Tap The Egg And You Might Win,https://is4-ssl.mzstatic.com/image/thumb/Purple118/v4/2a/ba/83/2aba83fc-b9e2-46db-3ef9-4b521553c82b/source/512x512bb.jpg,2.5,15.0,0.0,,"Games, Strategy",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
13062,Tap The Egg And You Might Win,https://is4-ssl.mzstatic.com/image/thumb/Purple118/v4/2a/ba/83/2aba83fc-b9e2-46db-3ef9-4b521553c82b/source/512x512bb.jpg,2.5,15.0,0.0,,"Games, Strategy",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
13065,Cookie Blast - Puzzle Legend,https://is2-ssl.mzstatic.com/image/thumb/Purple118/v4/de/1a/b8/de1ab80f-9b35-097e-8cf2-c90208131a7f/source/512x512bb.jpg,4.5,1140.0,0.0,,"Games, Puzzle, Strategy",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
13067,Strike Evil Clown,https://is4-ssl.mzstatic.com/image/thumb/Purple118/v4/71/86/fd/7186fdc7-2edd-8fd7-6302-0a28913237fa/source/512x512bb.jpg,4.5,14.0,0.0,,"Games, Strategy, Action",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
13072,Hobbit Archer,https://is2-ssl.mzstatic.com/image/thumb/Purple118/v4/2f/0c/71/2f0c7146-46ca-4016-e50e-e2fbec28a272/source/512x512bb.jpg,2.5,10.0,0.0,,"Games, Strategy, Adventure",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
13074,Zombie Ground .io,https://is5-ssl.mzstatic.com/image/thumb/Purple118/v4/24/b4/a4/24b4a470-f196-f223-bec9-f45fed6c4386/source/512x512bb.jpg,4.5,101.0,0.0,"9.99, 1.99, 29.99, 9.99, 49.99, 1.99, 99.99","Games, Strategy, Action",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
13075,Zombie Ground .io,https://is5-ssl.mzstatic.com/image/thumb/Purple118/v4/24/b4/a4/24b4a470-f196-f223-bec9-f45fed6c4386/source/512x512bb.jpg,4.5,101.0,0.0,"9.99, 1.99, 29.99, 9.99, 49.99, 1.99, 99.99","Games, Strategy, Action",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
13076,Bubble Shooter Balloon Fly,https://is2-ssl.mzstatic.com/image/thumb/Purple113/v4/d6/1e/29/d61e29b8-9ccb-77db-451b-96e8675b9e4f/source/512x512bb.jpg,4.5,737.0,0.0,,"Games, Strategy, Puzzle",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
13078,Vikings Odyssey: Build Village,https://is3-ssl.mzstatic.com/image/thumb/Purple113/v4/d6/4c/aa/d64caac8-9905-8e95-6727-04d1d12ec420/source/512x512bb.jpg,2.0,20.0,0.0,"9.99, 9.99, 9.99, 9.99","Games, Simulation, Strategy, Entertainment",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
13079,DayD: Through time,https://is5-ssl.mzstatic.com/image/thumb/Purple123/v4/0a/49/98/0a499889-6c94-eb1a-e68d-f8bbe5438242/source/512x512bb.jpg,3.5,16.0,4.99,,"Games, Family, Strategy, Entertainment",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
13080,DayD: Through time,https://is5-ssl.mzstatic.com/image/thumb/Purple123/v4/0a/49/98/0a499889-6c94-eb1a-e68d-f8bbe5438242/source/512x512bb.jpg,3.5,16.0,4.99,,"Games, Family, Strategy, Entertainment",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
13082,Zombie Defense HNG,https://is5-ssl.mzstatic.com/image/thumb/Purple123/v4/9b/0a/61/9b0a6137-1654-9d36-529a-ae0fbd7f0156/source/512x512bb.jpg,4.0,34.0,0.0,"3.99, 1.99, 1.99, 0.99, 0.99, 1.99, 0.99, 1.99, 1.99, 0.99","Games, Action, Strategy",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
13083,Last Zombie Battle,https://is2-ssl.mzstatic.com/image/thumb/Purple128/v4/4f/5b/d3/4f5bd38b-e338-6d39-fd97-acc18669ab4b/source/512x512bb.jpg,4.0,5.0,0.0,,"Games, Action, Strategy",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
13086,Survivor Royale,https://is2-ssl.mzstatic.com/image/thumb/Purple123/v4/79/76/75/79767545-0b15-df11-379b-ec61aef8c251/source/512x512bb.jpg,4.5,3795.0,0.0,"0.99, 4.99, 9.99, 9.99, 19.99, 9.99, 0.99, 4.99, 0.99, 1.99","Games, Action, Strategy",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
13088,Pixel Battle Royale,https://is5-ssl.mzstatic.com/image/thumb/Purple123/v4/c3/0d/89/c30d8951-1052-330b-e4b6-2e43cd39323d/source/512x512bb.jpg,4.5,2004.0,0.0,"3.99, 1.99, 1.99, 4.99, 1.99, 8.99, 1.99, 19.99, 9.99, 9.99","Games, Entertainment, Strategy, Action",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
13095,Katy & Bob: Our Safari Caf\xe9,https://is5-ssl.mzstatic.com/image/thumb/Purple128/v4/5c/2a/5d/5c2a5d14-1a3d-4a66-1a93-0c95ddf462b4/source/512x512bb.jpg,3.0,6.0,0.0,"4.99, 1.99","Games, Family, Strategy, Entertainment",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
